ID,Title,Genres,movieId,tmdbId,Overview,Keyword,Network
3895,"Watcher, The (2000)",Crime|Thriller,3895.0,10685.0,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.","chicago, illinois, fbi, menace, investigation, covered investigation, state of emergency, serial killer, little girl, psychiatrist, psychotherapy",Universal Pictures
3896,"Way of the Gun, The (2000)",Crime|Thriller,3896.0,1619.0,Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man.,"hotel, gunslinger, mexico, ransom, kidnapping, gangster, mexican standoff, sperm bank, rags to riches, surrogate mother, money, gunfight, drifter, criminal, desert, millionaire, neo-western",Artisan Entertainment
3897,Almost Famous (2000),Comedy|Drama,3897.0,786.0,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.","hotel room, concert, rock 'n' roll, stewardess, drug addiction, san diego, california, overdose, groupie, music journalist, heavy metal, based on true story, swimming pool, coming of age, promiscuity, on the road, domineering mother, reconciliation, semi autobiographical, innocence lost, bus trip, aspiring writer, mischievous, cautionary, teenager, amused, celebratory, comforting, frustrated, cleveland, ohio",DreamWorks Pictures
3898,Bait (2000),Action|Comedy,3898.0,14805.0,"Landing in jail for a petty theft crime, Alvin finds himself sharing a cell with John Jaster, the incarcerated half of the pair of high-tech thieves responsible for the missing gold. His partner, Bristol, is still at large. Alvin wants only to get out of prison and start fresh with his girlfriend, Lisa, and when the Feds, led by U.S. Treasury investigator Clenteen, set him loose on a sketchy deal, he thinks his luck has changed. Alvin has his freedom and the Feds have found their bait.",ex-con,Castle Rock Entertainment
3899,Circus (2000),Comedy,3899.0,51179.0,"Bruno, a sadistic criminal, wants clever con man Leo out of the way. Leo and his equally clever wife, Lily, are up to something. So too is Julius: he hires Leo to kill Gloria, Julius's wife. Leo does it, but then Julius shows up with the murder on tape, saying Gloria isn't his wife - it's blackmail. Leo's bookie, Troy, is also closing in, wanting to be paid. Bruno and Lily as well as Bruno and Julius have their own scams running, and Leo is their target. Maybe Leo can get Troy off his back, avoid Moose (Bruno's huge enforcer), send Gloria's corpse out of England, turn the tables on Bruno's murderous brother Caspar, and outfox Lily. Or is Lily his fox? It's a three-ring circus.","london, england, gangster, dark comedy, rope, swimming pool, interracial relationship, brighton, england, american, strangulation, laptop, double cross, wig, mini cooper, broken finger, contract killer, foot pursuit, room service",Film Development Corporation
3900,Crime and Punishment in Suburbia (2000),Comedy|Drama,3900.0,46119.0,"At school, Roseanne is the object of fellow student Vincent's infatuation. By night, she deals with a troubled family life: her mother, Maggie, cheats on her drunken husband, Fred. When Maggie's adultery is revealed, Fred viciously takes his anger out on stepdaughter Roseanne. With the help of her boyfriend, Jimmy, Maggie plots her revenge, but Vincent might be the one to help her forge a new life in this contemporary fable loosely based on Fyodor Dostoyevsky's ""Crime and Punishment"".","rape, obsession, falsely accused, trial, murder, guilt, incest",United Artists
3901,Duets (2000),Comedy|Drama,3901.0,18074.0,"Duets is a road-trip comedy which revolves around the little known world of karaoke and the whimsical characters who inhabit it. All roads lead to Omaha, site of a national karaoke competition where this motley group of singers and stars come together for a blow-out sing-off.",musical,Seven Arts Pictures
3906,Under Suspicion (2000),Crime,3906.0,10562.0,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.","rape, suspicion of murder, jogging, sexual murder, serial killer, lawyer, murder hunt, gaslighting",TF1 International
3908,Urban Legends: Final Cut (2000),Horror,3908.0,12212.0,"The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect.","movie business, college, snuff, sequel, murder, urban legend, serial killer, slasher, killer, aftercreditsstinger, film school",Original Film
3909,Woman on Top (2000),Comedy|Romance,3909.0,14629.0,"Set to the intoxicating rhythms of Brazil, ""Woman on Top"" is a spicy, sexy comedy about the magic of food, love and music. Meet Isabella, a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere. When she decides to break free from her rocky marriage and the stifling kitchen of her husband's restaurant in Brazil, she spirits off to San Francisco in pursuit of her dreams of a real culinary career.","woman director, brazil",Fox Searchlight Pictures
3910,Dancer in the Dark (2000),Drama|Musical,3910.0,16.0,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, dreaming up little numbers to the rhythmic beats of her surroundings.","factory worker, individual, immigrant, blindness and impaired vision, dancing, eye operation, small town, naivety, hereditary disease, robbery, court, musical, female friendship, murder, debt, police officer, trailer, daydreaming, mother son relationship, bitter",Zentropa Entertainments
3911,Best in Show (2000),Comedy,3911.0,13785.0,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.","philadelphia, pennsylvania, pet shop, illinois, poodle, mockumentary, dog, terrier, kimono, dog show, pets",Castle Rock Entertainment
3914,"Broken Hearts Club, The (2000)",Drama,3914.0,22597.0,"A close-knit group of gay friends share the emotional roller coster of life, relationships, the death of friends, new beginnings, jealousy, fatherhood and professional success. At various stages of life's disarray, these young men share humorous and tragic relationships and always have each other to rely on.","roommates, baseball, male friendship, in vitro fertilisation, romcom, relationship problems, lesbian relationship, lgbt, gay friend, gay theme, gay relationship",Banner Entertainment
3915,Girlfight (2000),Drama,3915.0,19348.0,"Diana Guzman begins to train as a boxer and achieves impressive success, blazing new trails for female boxers, all while keeping it a secret from her father.","sports, woman director, female boxing, boxing",Screen Gems
3916,Remember the Titans (2000),Drama,3916.0,10637.0,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.","high school, friendship, sports, ku klux klan, politics, american football, 1970s, trainer, race politics, civil rights, apartheid, racial segregation, based on true story, racist, high school sports, coaction, racial tension, xenophobia, virginia, head coach",Jerry Bruckheimer Films
